46,2,0
26,2,1
57,7,0
48,3,1
55,2,1
37,0,0
39,2,1
24,2,1
30,0,1
36,0,0
45,0,0
29,1,0
41,7,1
28,1,1
35,7,0
46,7,0
55,7,0
65,3,0
22,1,0
41,1,0
43,1,0
49,2,0
35,4,1
80,7,0
57,2,0
48,4,0
43,4,0
34,3,0
44,7,0
49,3,1
43,7,0
39,0,1
27,2,0
30,4,1
33,2,1
32,1,0
31,7,1
27,2,0
36,3,0
45,7,0
51,5,0
36,0,1
47,7,1
42,4,0
70,6,1
40,0,0
38,7,0
29,0,1
58,0,1
28,7,0
30,1,1
48,3,0
35,0,1
38,3,0
56,0,1
62,4,1
56,7,1
32,0,1
50,5,0
45,3,0
36,7,0
49,1,1
31,2,1
33,4,0
35,1,1
73,2,1
54,7,1
48,3,0
65,3,1
46,7,0
45,0,0
65,7,1
45,0,1
89,7,1
32,0,0
38,4,0
33,5,1
49,4,1
64,7,1
55,5,0
56,0,0
30,4,0
41,0,1
39,1,1
34,7,0
53,5,0
40,2,0
48,0,0
59,7,0
54,7,1
41,0,0
41,1,0
63,5,0
39,1,1
46,3,0
55,7,0
42,7,1
58,7,1
42,0,0
40,7,1
56,7,1
37,1,0
37,2,0
49,6,1
63,7,1
30,7,1
62,7,1
30,0,0
34,0,1
41,7,1
43,0,1
33,2,0
67,6,1
55,7,1
33,6,0
61,0,1
45,7,0
34,7,0
35,1,1
50,1,0
38,7,0
56,0,1
31,2,1
40,5,1
44,4,0
39,7,0
45,1,0
72,5,0
44,7,0
61,7,0
34,6,1
61,4,1
67,6,0
38,7,1
50,7,0
62,6,1
36,2,1
50,3,1
30,2,0
59,5,1
62,7,0
40,7,0
30,1,1
47,6,0
41,2,0
35,2,1
45,7,1
34,2,1
55,2,0
37,1,0
61,3,1
62,3,0
54,1,1
33,3,0
50,0,0
37,0,0
44,5,1
78,7,0
56,7,0
29,0,0
52,7,0
31,1,0
34,0,1
31,2,1
43,7,0
31,1,1
63,6,1
38,2,0
31,2,1
64,2,0
55,2,0
41,1,0
38,4,1
28,4,1
42,7,1
43,7,0
37,1,1
47,1,0
52,5,1
32,0,1
29,5,0
56,2,1
63,7,1
35,3,0
36,7,1
75,7,0
48,5,0
36,4,1
34,4,0
35,7,0
50,3,1
39,3,1
70,5,1
76,7,1
35,5,1
53,0,1
46,6,1
34,2,1
69,5,0
32,1,0
50,7,1
35,1,1
67,0,1
47,3,0
50,2,1
32,0,1
58,3,0
49,7,0
43,2,1
24,1,1
58,7,0
43,1,0
59,7,1
40,3,1
35,0,0
48,5,0
40,4,1
48,3,0
47,0,0
23,3,0
38,0,1
81,7,1
48,5,0
52,7,0
24,2,1
21,0,0
70,7,1
24,7,1
57,7,0
37,6,0
25,1,0
33,1,0
45,7,0
42,3,0
47,3,0
51,7,1
85,7,0
32,4,0
31,7,0
23,2,0
42,3,0
55,5,1
45,7,1
35,1,1
45,0,0
42,0,0
37,1,1
38,0,1
47,3,0
32,7,0
35,2,1
38,6,1
40,0,0
62,7,1
28,2,0
59,6,1
25,2,0
31,2,1
45,1,1
42,0,0
56,3,0
47,5,0
38,1,1
47,7,0
49,1,1
29,3,0
57,7,0
68,4,1
76,7,0
66,4,1
59,7,1
37,7,0
38,2,1
47,7,1
36,1,1
45,0,0
39,6,1
34,1,0
49,3,0
36,2,1
81,7,1
29,1,1
45,3,0
21,3,1
33,7,1
44,7,0
52,1,0
38,2,0
44,4,0
87,7,1
22,2,1
32,0,1
69,0,0
49,2,1
53,0,1
44,0,1
34,1,1
55,1,1
35,2,0
55,7,0
27,3,1
26,3,0
54,7,0
42,0,1
57,5,1
54,0,1
55,6,1
50,7,1
57,0,0
46,3,0
53,7,1
32,2,0
53,5,1
39,3,0
47,1,1
57,7,0
49,5,1
31,1,0
43,5,1
44,2,1
39,4,0
49,2,1
72,7,1
50,7,1
28,1,1
48,0,1
32,1,0
63,7,0
36,4,1
36,7,1
53,7,0
44,5,0
41,0,1
56,0,0
63,4,0
52,7,0
43,7,0
40,7,0
69,5,1
49,7,0
65,1,0
53,5,1
50,5,1
27,3,0
44,6,1
54,2,0
33,7,1
48,0,0
54,3,1
56,0,1
34,1,0
41,7,0
40,0,1
55,1,1
38,0,1
40,3,1
46,1,1
26,4,0
49,0,0
51,7,1
46,2,0
40,0,0
30,0,0
45,3,0
52,7,1
36,0,1
49,0,0
38,7,0
51,0,0
47,3,0
52,1,1
33,0,1
50,4,1
48,7,1
36,3,0
35,3,0
34,7,0
53,7,0
33,0,0
52,1,1
44,3,0
48,0,0
20,3,1
45,5,1
70,7,0
39,0,0
40,7,1
62,4,1
46,7,1
46,7,0
56,7,1
55,7,1
41,7,1
43,1,0
34,7,1
73,7,1
50,7,1
43,3,1
46,6,1
61,7,1
